Sample ID,IC50 (uM),SMILES
NCGC00433073-01,31.6228,COC1=CC(=C(NC(=O)C2CCCN(C2)C3=CN=C4N=C(C)C(=NC4=C3)C)C=C1)C
NCGC00435936-01,31.6228,CN(C)C(=O)C1=N[NH]C2=C1CN(CC2)C(=O)C3=CC=C(F)C=C3
NCGC00435938-01,31.6228,CN(C)C(=O)C1=N[NH]C2=C1CN(CC2)C(=O)C3=CC(=CC(=C3)C)C
NCGC00435948-01,31.6228,CN(C)C(=O)C1=N[NH]C2=C1CN(CC2)C(=O)C3=CC(=CC=C3)C(F)(F)F
NCGC00435970-01,31.6228,BrC1=CC=C(C=C1)C(=O)N2CCC3=C(C2)C(=N[NH]3)C(=O)N4CCOCC4
NCGC00435974-01,31.6228,CCC1=CC=C(C=C1)C(=O)N2CCC3=C(C2)C(=N[NH]3)C(=O)NCCCC4=CC=CC=C4
NCGC00437446-01,31.6228,ClC1=CC=C(C=C1)C2=N[NH]C(=C2)N3CCCC(C3)NC(=O)C4=CC=C5N=CC=CC5=C4
NCGC00440002-01,31.6228,OC(=O)C1=CC=C(CC2CCN(C2)C(=O)C3=C(Cl)C=CC=C3)C=C1
NCGC00440111-01,31.6228,COC1=CC=C(NC(=O)N2CCC/3=C(C2)/N=C4/C=C(\NN4C3=O)C5=CC=CC=C5)C(=C1)OC
NCGC00440143-01,31.6228,CC1=CC=C(CNC(=O)N2CCC/3=C(C2)/N=C4/C=C(\NN4C3=O)C5=CC=CC=C5Cl)C=C1
NCGC00440189-01,31.6228,ClC1=NOC(=C1)CCC(=O)N2CCC/3=C(C2)/N=C4/C=C(\NN4C3=O)C5=CC=CC=C5
NCGC00440267-01,31.6228,COC1=CC=CC(=C1)NC(=O)N2CCC\3=C(C2)\C(=O)N4N\C(=C/C4=N3)C5=CC=CC=C5Cl
NCGC00441047-01,31.6228,CC1=NOC(=N1)C2=CC=C(OC3CN(C3)C(=O)NC4=CC=CC=C4)C=C2
NCGC00445208-01,31.6228,COC1=CC=CC(=C1OC)CNC(=O)C[N]2C=CC=C2C3=NC(=NO3)C4=CC=CC=C4
NCGC00447297-01,31.6228,CC1=CC(=CC=C1)N2CCN(CC2)C(=O)C3=NOC(=N3)/C4=C/C=C\NC4=O
NCGC00449460-01,31.6228,CC(C)N(C(C)C)C(=O)C1=C(C=CC=C1)C2=NC(=NC(=C2)NC3CC3)N
NCGC00453333-01,31.6228,FC1=C(F)C=C(C=C1)C(=O)N2CCCC(C2)C3=NOC(=N3)COC4=C(F)C=CC=C4
NCGC00453925-01,31.6228,COC1=CC=C(NC(=O)C2=N[N]3\C=C(C)/NC(=O)C3=C2)C=C1OC
NCGC00454838-01,31.6228,CN(C)C1=CC(=CC=C1)C(=O)N2CCC(CC2)[N]3C=C(N=N3)C4=NC(=NO4)C5=CC=CC=C5
NCGC00464088-01,31.6228,O=C(NC1CC1)C2=CC=C(CC3CCN(CC3)C(=O)C4=NC5=C(C=CC=C5)C=C4)C=C2
NCGC00472813-01,31.6228,COC1=CC=C(NC(=O)[C@H]2CCC[C@H]2NC(=O)C3=CN=C(C)C=N3)C=C1
NCGC00477180-01,31.6228,[O-][S+](=O)(N1CCC2(C1)OC(=O)NC3=CC=CC=C23)C4=CC=CC(=C4)C(F)(F)F
NCGC00477530-01,31.6228,O=C1NC2(CCCN(C2)C(=O)C3=CC=CC=C3)COC4=CC=CC=C14
NCGC00374470-01,35.4813,FC1=C(C=CC=C1)C(=O)N2CCC3=C(C2)C(=NC(=N3)C4CC4)C5=CC=C(Cl)C=C5
NCGC00374472-01,35.4813,FC(F)(F)C1=CC=C(C=C1)C(=O)N2CCC3=C(C2)C(=NC(=N3)C4CC4)C5=CC=C(Cl)C=C5
NCGC00374605-01,35.4813,COC1=CC=CC=C1C2=NC3=C(C=N[N]3C)C(=C2)C(=O)NCCC4=CC=C(Cl)C=C4
NCGC00396340-01,35.4813,COC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)CC(C)(C)CC(O)=O)N=C[NH]4
NCGC00398384-01,35.4813,COC1=CC(=CC=C1)NC(=O)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)NC4=NC(=CC=N4)C5=CC=CC(=C5)F
NCGC00399486-01,35.4813,COC1=CC(=CC=C1)NC(=O)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)NC4=NC(=CC=N4)C5=CC=CS5
NCGC00409833-01,35.4813,FC1=CC(=CC=C1)NC2=NC3=C(NCCN(C3)C(=O)NC4=CC=CS4)C=N2
NCGC00410316-01,35.4813,CC(=O)NC1(C)CCN(CC2=CC=C(C=C2)C3=CC=C(C=C3)[S+](C)([O-])=O)C1
NCGC00410337-01,35.4813,CC(=O)NC1(C)CCN(CC2=CC=C(C=C2)C3=CC4=C(C=CC=C4)C=C3)C1
NCGC00410349-01,35.4813,CC(=O)NC1(C)CCN(CC2=CC=C(C=C2)C3=CC=C(OC4=CC=CC=C4)C=C3)C1
NCGC00411150-01,35.4813,CC1=CC(=CC=N1)C2=CC3=C(CN(CCN3)CC4=CC=CC=N4)C=N2
NCGC00411474-01,35.4813,COC1=CC=CC=C1C2=NC3=C(ON=C3C)C(=C2)C4=C[NH]N=C4
NCGC00411527-01,35.4813,COC1=CC=CC=C1C2=NC3=C(ON=C3C)C(=C2)NCCC4=CC=CC=N4
NCGC00411716-01,35.4813,COC1=CC(=CC=C1C2=NC(=C3C=C[N](C)C3=C2)C(=O)NCC4=CC=CN=C4)F
NCGC00412290-01,35.4813,FC1=CC=C(NC(=O)CC2=C[NH]C3=C2C=C(C=N3)C4=CC=CN=C4)C=C1
NCGC00412345-01,35.4813,CNC(=O)C1=CC(=CC=C1)C2=CC3=C([NH]C=C3CC(=O)NC4=CC=CC=C4C)N=C2
NCGC00412488-01,35.4813,COC1=CC=C(C=C1OC)C2=N[N]3C(=CN=C3C=C2)NC4=CC=CC=C4F
NCGC00412560-01,35.4813,C[S+]([O-])(=O)NC1=CC(=CC=C1)NC2=CN=C3C=CC(=N[N]23)C4=CC=CC(=C4)CO
NCGC00412595-01,35.4813,COC1=CC(=CN=C1)NC2=CN=C3C=CC(=N[N]23)C4=CC=C(F)C=C4
NCGC00413337-01,35.4813,COC1=CC=C(CN2CCC3=C(CC2)N=C(O3)C(=O)NC4=CC=C(Cl)C=C4)C=C1OC
NCGC00413471-01,35.4813,COC1=CC=C(Cl)C=C1C2=NC=C3C(=O)N(CCOC3=N2)CC4=C(F)C=C(F)C=C4
NCGC00422051-01,35.4813,CC1=C(NC(=O)N2CCCC2C3=NN=C[N]3C4CCCC4)C(=CC=C1)C
NCGC00422058-01,35.4813,CC1=CC=C(NC(=O)N2CCCC2C3=NN=C[N]3C4=CC=CC=C4)C(=C1)Cl
NCGC00423233-01,35.4813,CCCCNC(=O)C1C2=CC=CC=C2C(=O)N(CCOC)C13CCCCC3
NCGC00426678-01,35.4813,CCCCN(C)C(=O)C1=CC(=C[N]1CC)C2=CC=C(C)C=C2
NCGC00427564-01,35.4813,CSC1=CC(=CC=C1)NC(=O)NC2=CC(=CC=C2)C3=NN=C(C=C3)N4CCCC4
NCGC00427584-01,35.4813,ClC1=CC=CC=C1NC(=O)NC2=CC(=CC=C2)C3=NN=C(C=C3)N4CCOCC4
NCGC00427987-01,35.4813,CC[N]1C=C(C=N1)C(=O)N2CC(CN(CCC3=CC=CC=C3)C(=O)C2)OCC4=CC(=CC=C4)OC
NCGC00433061-01,35.4813,CCOC1=CC=C(C=C1)C(C)NC(=O)C2CCCN(C2)C3=CN=C4N=CC=NC4=C3
NCGC00435934-01,35.4813,CN(C)C(=O)C1=N[NH]C2=C1CN(CC2)C(=O)C3=CC(=CC=C3)C
NCGC00435942-01,35.4813,CN(C)C(=O)C1=N[NH]C2=C1CN(CC2)C(=O)C3=CC(=C(F)C=C3)F
NCGC00435988-01,35.4813,COC1=C(C=CC=C1)C(=O)N2CCC3=C(C2)C(=N[NH]3)C(=O)NCCCC4=CC=CC=C4
NCGC00437338-01,35.4813,COC1=C(OC)C=C(C=C1)C(=O)NC2CCCN(C2)C3=CC(=N[NH]3)C4=CC=CC=C4
NCGC00437480-01,35.4813,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCN(C2)C3=CC(=N[NH]3)C4=CC=C(F)C=C4
NCGC00437488-01,35.4813,COC1=C(OC)C=C(C=C1)C(=O)NC2CCCN(C2)C3=CC(=N[NH]3)C4=CC=C(F)C=C4
NCGC00438250-01,35.4813,C[C@@H]1CN(C[C@H]1C2=NC(=NO2)C3=CC=CC=C3)C(=O)C4=CC(=N[NH]4)C
NCGC00439225-01,35.4813,FC1=CC=CC=C1C2=C[N]3CCCN(C(=O)C4=CC=CS4)C3=N2
NCGC00439732-01,35.4813,CC1=C(CC(=O)N2CC(O)C3=CC=CC=C3C2)C4=C(C)C=CC(=C4[NH]1)C
NCGC00440045-01,35.4813,COC1=CC=C(CNC(=O)N2CCC\3=C(C2)\N\C(=N/C3=O)C4=CC=C(OC)C=C4)C=C1
NCGC00440127-01,35.4813,COC1=C(CC(=O)N2CCC/3=C(C2)/N=C4/C=C(\NN4C3=O)C5=CC=CC=C5Cl)C=CC=C1
NCGC00441141-01,35.4813,COC1=CC=CC(=C1)CC(=O)N2CC(C2)OC3=CC=C(C=C3)C4=NC(=NO4)C5=CC=CC=C5
NCGC00445889-01,35.4813,COC1=CC=C(CC(=O)N2CCC[C@H]2C3=NC(=NO3)C4=C(Cl)C=CC=C4)C=C1
NCGC00445967-01,35.4813,CC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CCCN3C(=O)CC4=CC=CC=C4Cl
NCGC00446105-01,35.4813,COC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CCCN3C(=O)CC4=CC=CC(=C4)C
NCGC00446125-01,35.4813,COC1=C(CC(=O)N2CCC[C@H]2C3=NC(=NO3)C4=CC=CC=C4)C=CC=C1
NCGC00446197-01,35.4813,CC1=CC(=CC=C1)CC(=O)N2CCC[C@H]2C3=NC(=NO3)C4=CC=CC=C4
NCGC00446223-01,35.4813,COC1=C(OC)C=C(C=C1)C2=NOC(=N2)[C@@H]3CCCN3C(=O)CC4=CC=CC=C4
NCGC00446743-01,35.4813,CC1=CC=CC=C1CC(=O)N2CCC3(CC2)N\C(=N/O3)C4=CC=CC(=C4)Br
NCGC00446963-01,35.4813,COC1=CC=C(C=C1)C(=O)N2CCC3(CC2)N\C(=N/O3)C4=CC=CC=C4
NCGC00447037-01,35.4813,COC1=C(F)C=C(C=C1)C(=O)N2CCC3(CC2)N\C(=N/O3)C4=CC=C(Cl)C=C4
NCGC00447250-01,35.4813,CC(C)N(C(C)C)C(=O)C1=C(C=CC=C1)C2=CC=C(C[S+](C)([O-])=O)C=N2
NCGC00447301-01,35.4813,CC1=CC=C(C)C(=C1)N2CCN(CC2)C(=O)C3=NOC(=N3)/C4=C/C=C\NC4=O
NCGC00450199-01,35.4813,NC(=O)C1=CC=C(NC(=O)C2=N[N]3CC(OCC3=C2)C4=CC=C(Br)C=C4)C=C1
NCGC00450404-01,35.4813,CC1=CC=C(NC(=O)CCN2\C=C/[N]3N=C4CCCCC4=C3C2=O)C=C1C
NCGC00450435-01,35.4813,FC1=CC=C(NC(=O)CCN2\C=C/[N]3N=C4CCCCC4=C3C2=O)C=C1Cl
NCGC00450443-01,35.4813,CC1=C(NC(=O)CCN2\C=C/[N]3N=C4CCCCC4=C3C2=O)C=CC(=C1)Cl
NCGC00451880-01,35.4813,O=C(CC1=CSC=C1)NCCC2=NOC(=N2)C3=CC=CC=C3
NCGC00453268-01,35.4813,FC1=CC=C(C=C1)C(=O)N2CCCC(C2)C3=NOC(=N3)COC4=CC=CC=C4
NCGC00453332-01,35.4813,FC1=CC=CC(=C1)C(=O)N2CCCC(C2)C3=NOC(=N3)COC4=C(F)C=CC=C4
NCGC00454190-01,35.4813,CC/1=C/[N]2N=C(C=C2C(=O)N1)C3=NC(=NO3)C4CCCN(C4)C(=O)C5=CC=C(C)S5
NCGC00455546-01,35.4813,COC1=CC(=CC(=C1)OC)C(=O)NC2CCN(CC2)C3=CC(=NC(=N3)C)C(F)(F)F
NCGC00457030-01,35.4813,CC1=C(C)C=C(C=C1)C2=N[N]3\C=C/N(CCNC(=O)C4=CC=CN=C4O)C(=O)C3=C2
NCGC00457081-01,35.4813,COC1=CC=CC(=C1)C2=N[N]3\C=C/N(CCNC(=O)C4=CC(=CC(=C4)OC)OC)C(=O)C3=C2
NCGC00458815-01,35.4813,COC1=CC=C(NC(=O)N2[C@H]3CC[C@@H]2C4=C(C3)N=C(N=C4)C5=CC=C(F)C=C5)C(=C1)OC
NCGC00463002-01,35.4813,CN(C)C[C@@H]1CN(C[C@H]1NC(=O)CN2C(=O)OC3=CC=CC=C23)[S+](C)([O-])=O
NCGC00468648-01,35.4813,CC1=NN=C(O1)[C@@H]2CC(F)(F)CN2C(=O)C3=N[NH]C4=CC=CC=C34
NCGC00469241-01,35.4813,CNC(=O)[C@@H]1CN(C[C@H]1CO)C(=O)C2=CC=C(C=C2)C(C)C
NCGC00470231-01,35.4813,CCNC1=CC(=NC=N1)N2CCC(CC2)CCC(=O)NC3=CC4=C(OCCO4)C=C3
NCGC00470288-01,35.4813,FC1=CC(=C(CNC(=O)C2CCCN(C2)C/3=C/C(=O)N/N=C3)C=C1)F
NCGC00470459-01,35.4813,CCC1=CC=CC=C1[S+]([O-])(=O)NC2=CC=C[N]3N=C(N=C23)C(C)C
NCGC00471050-01,35.4813,CC1=CC(=NO1)NC(=O)CN\2C(=O)/C(=C(C)\N=C2C3=CC=CC(=C3)Cl)CCO
NCGC00475145-01,35.4813,CC(C)OC1=CC=CC(=C1)C/2=N/C(=O)/C(=N\N2)CCC(=O)NCCC3=CC=CS3
NCGC00480377-01,35.4813,CC(C)C1=NC2=C(CN(CC2)CC3=CSC=C3)C(=N1)C4=CC=C(O)C=C4
NCGC00480631-01,35.4813,ClC1=CC=CC(=C1)CC(=O)N2CCC(CC2)N3C(=O)NC4=C3C=CC=C4
NCGC00373771-01,39.8107,O=C(N1CCC2(C1)C(=O)N(C3=CC=CC=C3)C4=CC=CC=C24)C5=CC=CC=C5
NCGC00373806-01,39.8107,COC1=CC=C(C=C1)C(=O)N2CCC3(C2)C(=O)N(C4=CC=CC=C4)C5=CC=CC=C35
NCGC00373808-01,39.8107,FC1=CC=CC=C1C(=O)N2CCC3(C2)C(=O)N(C4=CC=CC=C4)C5=CC=CC=C35
NCGC00373812-01,39.8107,O=C(N1CCC2(C1)C(=O)N(C3=CC=CC=C3)C4=CC=CC=C24)C5=CC6=C(OCO6)C=C5
NCGC00374452-01,39.8107,COC1=CC=C(C=C1)C2=NC(=NC3=C2CN(CC3)[S+]([O-])(=O)C4=CC=CS4)C5CC5
NCGC00374575-01,39.8107,COC1=CC=CC=C1C2=NC3=C(C=N[N]3C)C(=C2)C(=O)NCC#C
NCGC00374579-01,39.8107,COC1=CC=CC=C1C2=NC3=C(C=N[N]3C)C(=C2)C(=O)N(C)C
NCGC00375220-01,39.8107,COC1=C(C=CC=C1)C2=CC(=N[N]3C=CC=C23)C(=O)N4CCCC4
NCGC00375671-01,39.8107,COC1=C(C[N]2C(=NC3=C2N=CC=C3)C(C)NC(=O)OCC4=CC=CC=C4)C=CC=C1
NCGC00375706-01,39.8107,BrC1=CC=C(CN2CCC(C2)C3=NC4=C([NH]3)N=CC=C4)C=C1
NCGC00375736-01,39.8107,FC(F)(F)C1=CC=C(C=C1)C(=O)N2CC3(C2)CC4=CC=CC=C4C(=O)N3
NCGC00376050-01,39.8107,[O-][S+](=O)(C1=CN=CC=C1)C2=C3N=C(N4CCC(F)CC4)C5=CC=CC=C5[N]3N=N2
NCGC00376784-01,39.8107,ClC1=CC=C(C=C1)C(=O)N2CCC3(C2)CC4=CC=CC=C4NC3=O
NCGC00376830-01,39.8107,ClC1=CC=C(C=C1)C(=O)N2CC3(C2)CC4=CC=CC=C4NC3=O
NCGC00376840-01,39.8107,[NH]1C2=C(C=NC=C2)N=C1C3=CC=CO3
NCGC00393583-01,39.8107,FC1=CC=C(CN2CCOC[C@H]2C3=NC(=C[NH]3)C4=CC=C(Cl)S4)C=C1
NCGC00393590-01,39.8107,ClC1=CC=C(S1)C2=C[NH]C(=N2)[C@@H]3COCCN3CC4=CC=CC=C4
NCGC00393856-01,39.8107,COC1=CC=C(NC(=O)N[C@H]2CO[C@@H]3[C@@H](CO[C@H]23)OC(=O)NC4=CC=C(OC)C=C4)C=C1
NCGC00394152-01,39.8107,OC(=O)C1=CC=C(CN2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=CC(=C5)[N+]([O-])=O)[NH]C=N3)C=C1
NCGC00395642-01,39.8107,COC1=CC(=CC(=C1OC)OC)NC(=O)O[C@@H]2CC[C@@]3(C)[C@H](CC(=O)N4CCCCC4)[C@H](O)CCC3[C@]2(C)CO
NCGC00398385-01,39.8107,FC1=CC(=CC=C1)C2=CC=NC(=N2)N[C@H]3CO[C@@H]4[C@@H](CO[C@H]34)OC(=O)NC5=CC(=CC=C5)C#N
NCGC00399482-01,39.8107,COC1=CC=C(C=C1)C2=CC=NC(=N2)N[C@H]3CO[C@@H]4[C@@H](CO[C@H]34)OC(=O)NC5=CC(=CC=C5)C(C)=O
NCGC00400384-01,39.8107,O=C(NC1=CC=CC=C1)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=CC=C5)[NH]C=N3
NCGC00400520-01,39.8107,COC1=CC=C(NC(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=C6C=CC=CC6=C5)[NH]C=N3)C=C1
NCGC00400521-01,39.8107,O=C(NC1=CC=CC=C1)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC6=C(OCO6)C=C5)[NH]C=N3
NCGC00401956-01,39.8107,COC1=NC2=C(C=C1)N=C(C[C@@H]\3C[C@@H](C(C)C)[C@H](CNC(=O)C4=CC=CN=C4)\C=C3C)[NH]2
NCGC00409194-01,39.8107,CC1=CC=CC=C1NC(=O)CN/2N(CC3=CC=CC=C3)C(=O)C/4=C2CN(CC4)CC5=CC=CC=C5
NCGC00409219-01,39.8107,COC1=CC=C(CN/2N(CC3=CC=CC=C3)C(=O)C/4=C2CN(CC4)C(=O)C5=NC6=CC=CC=C6[NH]5)C=C1
NCGC00409807-01,39.8107,COC1=CC=CC=C1NC2=NC3=C(NCCN(C3)C(=O)CC4=CC=CC(=C4)F)C=N2
NCGC00411372-01,39.8107,CC1=NOC2=C1N=C(C=C2N3CCOCC3)C4=CC=CC(=C4)C(F)(F)F
NCGC00411389-01,39.8107,COC1=CC=CC=C1C2=CC(=NC3=C2ON=C3C)C4=CC=CS4
NCGC00411501-01,39.8107,COC1CCCN(C1)C2=CC(=NC3=C2ON=C3C)C4=CC=C(Cl)C=C4
NCGC00411512-01,39.8107,CC1=NOC2=C1N=C(C=C2C3=CC=CC(=C3)CO)C4=CC=CS4
NCGC00411554-01,39.8107,CC1=NOC2=C1N=C(C=C2NCCC3=CC=CC=N3)C4=CC=CC=N4
NCGC00411559-01,39.8107,CN(C)C1=CC(=NC2=C1ON=C2C)C3=CC=CC=C3
NCGC00411655-01,39.8107,C[N]1C=CC2=C(N=C(C=C12)C3=CC=CC=C3F)C(=O)NCC4=C(C)C=C(C)NC4=O
NCGC00411785-01,39.8107,C[N]1C=NC2=CC(=CC(=C12)C(=O)NCC3=CC=NC(=C3)N)C4=CC=C(CO)C=C4
NCGC00412071-01,39.8107,COC1=CC=C(C=C1)C2=CC(=C[N]3C=NC=C23)C4=CC=CC(=C4)NC(C)=O
NCGC00412074-01,39.8107,C1CN(CCO1)C2=CC=C(C=C2)C3=NC(=C4C=C[N](CC5=CC=CN=C5)C4=C3)C/6=C/COCC6
NCGC00412090-01,39.8107,COC1=CC=C(C=C1OC)C2=C[N]3C=NC=C3C(=C2)C/4=C/COCC4
NCGC00412285-01,39.8107,COC1=NC=CC=C1C2=CC3=C([NH]C=C3CC(=O)NC4=CC(=N[N]4C)C)N=C2
NCGC00412300-01,39.8107,COC1=CC=C(C=C1)C2=CC3=C([NH]C=C3CC(=O)NC4=CC=CC(=C4)N(C)C)N=C2
NCGC00412325-01,39.8107,COC1=NC=CC=C1C2=CC3=C([NH]C=C3CC(=O)NC4=CC=NC=C4)N=C2
NCGC00412511-01,39.8107,COC1=CC=C(NC2=CN=C3C=CC(=N[N]23)C4=CC=CC=C4)C=N1
NCGC00412536-01,39.8107,COC1=CC=C(C=C1OC)C2=N[N]3C(=CN=C3C=C2)NC4=CC=NC=C4
NCGC00412550-01,39.8107,COC1=CC=CC=C1C2=N[N]3C(=CN=C3C=C2)NC4=CC=C5[NH]C=CC5=C4
NCGC00412563-01,39.8107,COC1=CC(=CN=C1)NC2=CN=C3C=CC(=N[N]23)C4=CC=C(OC)C(=C4)OC
NCGC00412597-01,39.8107,COC1=CC=C(C=C1OC)C2=N[N]3C(=CN=C3C=C2)NC4=CC=CC(=C4)O
NCGC00412695-01,39.8107,CNC(=O)C1=CC=CC(=C1)C2=C3CCOC3=C(NC4=CC(=C(F)C=C4)Cl)N=C2
NCGC00413031-01,39.8107,CC1(CCCC2=CN=C(NC3=CC=CC=C3)N=C12)C(=O)NC4CCOCC4
NCGC00413798-01,39.8107,CC1=C(C=CC=C1)C2=CC=C3OCC(=O)N(CC4=CC=CC=C4)CC3=N2
NCGC00414041-01,39.8107,OC1CCC(CC1)NCC2=CC=C(C=C2)C3=CN=C4[N]3C=CN=C4OCC5=CC=CC=C5
NCGC00414527-01,39.8107,COCCN1CC2=CC=C(NCC3=CC=CC=C3)N=C2C(C)(C1)C(=O)NC4=CC=CC=C4
NCGC00415190-01,39.8107,O=C1N(CCNC2=C1[N](CC3=CC=CC=C3)C(=N2)CNC4=CC=CN=C4)CC5=CC=CC=C5
NCGC00417539-01,39.8107,CNC(=O)C1=CC2=CC(=NC(=C2O1)C3=CC=CC(=C3OC)OC)C4=C(C)ON=C4C
NCGC00417808-01,39.8107,COCCN(C)C(=O)C1=NC2=C(C=C(Cl)C(=N2)C3=CC=CC=C3)[N]1C
NCGC00419581-01,39.8107,COCC1=CC2=C(C=C1)[N](CC3=CC=CN=C3)N=C2OC(C)(C)C(=O)NCCC4=C[NH]C=N4
NCGC00419605-01,39.8107,COCC1=CC2=C(C=C1)[N](CC3=CC=CN=C3)N=C2OC(C)(C)C(=O)NCCOC4=CC=CC=C4
NCGC00419769-01,39.8107,C[C@@]1(NC(=O)CC2=CC=CC=C2)OC[C@H]3CC[C@H](N3C1=O)C(=O)NC4=CC=CC(=C4)Cl
NCGC00420452-01,39.8107,CC1=N[N]2CCCN(C(=O)C3=CC=CC=C3)C2=C1C4=CC=CC=C4[S+](C)([O-])=O
NCGC00420573-01,39.8107,OC(=O)COC1=CC=C(C=C1)C2=NC=CC3=C2C(=O)N(CC(CNC(=O)C4=CC=C(F)C=C4)O3)CC5=CC=CC=C5
NCGC00420575-01,39.8107,OC(=O)COC1=CC=C(C=C1)C2=NC=CC3=C2C(=O)N(CC(COC4=CC=CC=C4F)O3)CC5=C[NH]C6=CC=CC=C56
NCGC00420582-01,39.8107,OC(=O)COC1=CC=C(C=C1)C2=NC=CC3=C2C(=O)N(CC(COC4=CC=CC=C4)O3)CC5=C[NH]C6=CC=CC=C56
NCGC00421086-01,39.8107,COC1=CC=C(NC(=O)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)[N]4N=NN=C4SC5=CC=CC=C5)C=C1
NCGC00422006-01,39.8107,CC1=C2C(C3=C(F)C=CC=C3)\C(=C(N)/OC2=N[NH]1)C#N
NCGC00422055-01,39.8107,COC1=CC=CC=C1NC(=O)N2CCCC2C3=NN=C[N]3C4=CC=CC=C4
NCGC00423237-01,39.8107,COCCN1C(=O)C2=CC=CC=C2C(C(=O)NC3=CC=CC=C3C)C14CCCCC4
NCGC00423277-01,39.8107,CC(C)CN1C(=O)C2=CC=CC=C2C(C(=O)NC(C)C)C13CCCCC3
NCGC00423359-01,39.8107,CC(C)NC(=O)C1C2=CC=CC=C2C(=O)N(CC3=CC=CO3)C14CCCC4
NCGC00423401-01,39.8107,CC(C)CNC(=O)C1C2=C(C=CC=C2)C(=O)N(CC3=CC=CC=C3)C14CCCC4
NCGC00423431-01,39.8107,COC(=O)CCNC(=O)C1C2=C(C=CC=C2)C(=O)N(CC3=CC=CC=C3)C14CCCC4
NCGC00423433-01,39.8107,COC(=O)CNC(=O)C1C2=C(C=CC=C2)C(=O)N(CC3=CC=CC=C3)C14CCCC4
NCGC00423498-01,39.8107,CC1=CC=CN=C1NC(=O)C2C3=C(C=CC=C3)C(=O)N(C4CCCC4)C25CCCC5
NCGC00424227-01,39.8107,COC1=CC=C(CCC2=N[N]3C(=CC=NC3=N2)C4=CC=CC=N4)C=C1
NCGC00424276-01,39.8107,COC1=CC=C(CCC2=N[N]3C(=CC=NC3=N2)C4=CC=CC=C4)C=C1OC
NCGC00424507-01,39.8107,COC1=CC=C(C=C1)C2=CC=NC3=NC(=N[N]23)CCC4=CC=C(OC)C(=C4)OC
NCGC00424531-01,39.8107,COC1=CC=C(CCC2=N[N]3C(=CC=NC3=N2)C4=CC=CO4)C=C1OC
NCGC00424581-01,39.8107,COC1=CC=C(CCC2=N[N]3C(=CC=NC3=N2)C4=CC5=C(OCCCO5)C=C4)C=C1OC
NCGC00424630-01,39.8107,CSCC[C@@H]1NC(=O)C2=CC(=CC=C2NC1=O)NC(=O)CCC3=CC=C4OCCC4=C3
NCGC00424672-01,39.8107,O=C(NC1=CC=CC=C1)N2CCC(CCNC(=O)C3=CC=CS3)CC2
NCGC00424879-01,39.8107,COC1=CC=C(C=C1)C(=O)NCCC2CCN(CC2)C(=O)NC3=CC=C(C)C=C3
NCGC00424964-01,39.8107,COC1=CC=C(CC2=NC3=C(CN(C3)C(=O)C4=CC(=C(OC)C=C4)O)C=N2)C=C1
NCGC00424997-01,39.8107,FC1=CC(=CC(=C1)F)NC(=O)N2CCC(CCNC(=O)C3=CC=CC=C3)CC2
NCGC00425263-01,39.8107,COC1=CC=C(C=C1)C(C)NC(=O)C2(CCCCC2)C3=CC=C(N[S+](C)([O-])=O)C=C3
NCGC00425309-01,39.8107,CC(=O)NC1=CC=C(C=C1)C2(CCC2)C(=O)NCC3=CC4=C(OCO4)C=C3
NCGC00425569-01,39.8107,COC1=CC=C(CCC(=O)NC2=CC=C3C(=C2)N=CN=C3N4CCOCC4)C=C1
NCGC00426083-01,39.8107,OCC1CCN(CC1)C(=O)CC(C2=CC=CC=C2)C3=CC=C(Cl)C=C3
NCGC00426742-01,39.8107,CCN(CC)C(=O)CC1=CC=C[N]1C2=CC=C(Cl)C=C2
NCGC00426812-01,39.8107,CC(C)(C)NC(=O)CC1=CC=C[N]1C2=CC(=CC=C2)Cl
NCGC00427570-01,39.8107,COC1=CC=CC(=C1)NC(=O)NC2=CC(=CC=C2)C3=NN=C(C=C3)N4CCOCC4
NCGC00427578-01,39.8107,FC1=CC=C(NC(=O)NC2=CC(=CC=C2)C3=NN=C(C=C3)N4CCOCC4)C=C1
NCGC00428139-01,39.8107,COC1=CC=C(C=C1)C(CC(=O)N(C)C)C2=CC=CC=C2
NCGC00431182-01,39.8107,CC(NC(=O)CCC1=CON=C1C2=CC(=CC=C2)C)C3=CC=C(F)C=C3
NCGC00431196-01,39.8107,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)CCC3=CON=C3C4=CC=C(F)C=C4
NCGC00431277-01,39.8107,CC1=CC(=CC=C1)C2=NC=C(CN(CC=C)CC3=NC=CC=C3)C=N2
